feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40
0.3301,0.18999,0.0501,-0.20612,0.08909,0.06415,-0.18149,-0.07466,0.43025,0.1195,0.43075,0.28438,0.56093,0.65892,0.95834,0.92152,0.89082,0.84579,1.30825,1.11024,0.3296,0.80347,0.61149,0.46384,0.51347,0.80783,0.66476,1.11274,1.18418,1.33201,-0.34714,0.0917,0.39361,0.397,0.7849,0.51389,0.85513,0.44389,0.78662,0.56064
0.33363,0.44661,0.95942,1.12599,0.88041,1.34965,1.02322,1.14712,1.42731,1.60864,0.46388,0.30486,-0.01954,0.13634,0.29816,0.49151,0.38959,0.50232,0.39532,0.33594,-0.17195,0.03631,-0.0055,0.15302,0.239,0.20398,0.53123,-0.14222,0.13947,-0.2021,-0.0818,0.3423,0.428,0.27457,-0.06656,-0.38605,-0.18795,0.08567,-0.05137,-0.14368
0.3459,-0.06065,0.12216,0.26808,0.21494,0.52156,0.26185,0.86386,0.75739,0.91406,0.38,0.53712,0.50029,0.99897,1.15423,0.7361,0.94289,1.19533,1.60532,1.45307,0.21335,-0.0992,0.2264,0.29937,0.01796,0.28542,0.56759,0.3199,0.61393,0.41363,0.28617,-0.07213,0.33457,-0.0657,0.10661,0.17112,0.35156,-0.0119,0.57087,0.1153
-0.09255,0.01188,-0.17556,0.3097,-0.04625,0.40723,0.11479,0.22816,0.27508,-0.13021,0.17937,0.44358,0.29359,0.3269,0.13175,0.25769,0.10352,0.42124,0.49398,0.8857,0.31684,0.77181,0.81117,1.04779,0.92175,1.21794,0.82402,1.40356,1.29484,1.42327,0.30011,0.23011,0.22271,0.31908,0.64911,0.54377,0.96223,0.80806,0.91598,1.15917
-0.05904,0.05611,0.26477,0.4601,0.88749,0.62427,0.70417,0.61798,0.83044,0.88903,0.02948,0.23426,-0.00412,-0.09584,-0.26841,0.2482,0.06396,0.56014,0.04644,-0.09982,0.07312,-0.01999,0.04216,0.01385,0.05751,-0.01926,-0.18344,-0.00387,0.05608,0.19144,-0.07078,-0.2793,-0.03569,0.08256,0.00695,0.052,0.0362,0.06257,0.23115,-0.07365
0.08726,-0.36233,0.19345,-0.30699,0.08071,-0.04189,0.13439,0.06177,-0.0467,0.31199,0.432,-0.11872,-0.02288,0.37348,0.21451,0.23388,0.09106,0.08014,0.25251,-0.07412,0.80747,0.25944,0.41843,0.31202,0.43088,0.89759,0.77037,0.75559,1.09305,1.25984,0.29502,0.3889,0.54902,0.71575,0.9015,0.64701,1.17359,1.10632,1.35369,1.53029
0.24286,0.60316,0.40082,0.5046,0.77228,1.03267,0.88505,1.06657,1.32863,1.49545,0.19445,0.15321,0.47462,0.54032,0.48379,0.69545,1.11404,1.13602,1.08654,1.10926,-0.28111,0.15699,-0.07846,-0.24023,-0.20474,0.35393,-0.17471,0.2312,0.42972,0.16132,0.20651,0.13775,0.10518,0.12907,-0.10473,0.40854,0.42116,0.69206,-0.13201,0.18349
-0.16614,-0.05878,-0.02851,-0.11424,-0.03582,-0.0363,-0.02604,-0.15026,0.16973,-0.04565,0.15378,0.20196,0.46354,-0.11749,-0.15106,0.29949,0.05959,0.51587,0.35896,0.09746,0.14968,0.54186,0.44699,0.61603,1.00693,0.59877,1.16743,1.13585,1.31699,1.14197,0.73997,0.49713,0.9504,0.794,1.09542,0.97384,1.15974,1.15388,1.54471,1.10157
0.18672,0.37096,0.97693,0.79814,0.78154,0.56954,0.80645,1.37765,1.12413,1.23164,0.47834,0.32663,0.24356,0.55701,0.40795,0.82084,0.59426,0.8405,0.75884,1.31885,0.12994,0.24131,-0.0432,0.25338,0.0731,-0.18302,-0.25456,0.26003,0.28917,0.09522,-0.0135,0.09551,0.39347,0.11183,0.25319,0.21321,0.09044,0.13653,0.19346,0.16651
0.57043,0.34138,0.32823,0.70246,1.08624,0.69599,1.08145,1.25623,1.16165,1.67878,0.1815,-0.05866,0.46877,0.51755,0.49256,0.86189,0.50348,0.56997,1.05076,1.08391,0.27485,-0.04237,0.15518,-0.01535,-0.08749,0.14198,-0.24638,0.33294,0.16178,0.11662,-0.29231,-0.07594,-0.33372,0.38009,0.08643,0.19446,-0.37738,-0.08104,0.08628,0.42794
0.47354,0.47519,0.09572,0.03276,0.297,0.75149,0.44882,0.67746,0.7682,0.68713,0.41216,0.32393,0.57496,0.69316,0.34243,0.8914,1.05579,1.14173,1.09752,1.59809,0.42611,0.40999,0.17427,0.12758,0.2555,0.30047,0.447,-0.1123,0.32283,0.91405,0.14305,0.07543,0.30188,0.02611,0.42638,-0.21074,0.20595,0.44045,0.46258,0.46295
0.20171,-0.31668,-0.09383,0.20579,-0.15227,0.27943,0.11632,-0.17241,0.13619,0.38702,0.06577,-0.30523,0.08036,-0.01522,0.08382,0.07233,0.1519,0.10075,0.45405,0.22329,0.59264,0.34486,0.40044,0.62349,0.47136,0.76635,0.7717,0.80806,1.1934,1.19011,0.00839,0.64021,0.14222,0.84388,0.9374,1.0352,0.83795,1.50169,1.42339,1.27255
-0.05418,-0.0883,-0.32424,0.04326,0.04332,0.15328,0.27152,0.25563,0.41563,0.13743,0.11831,0.16662,-0.06161,-0.12693,0.003,0.27315,0.69006,0.21555,0.19602,0.38414,0.09932,0.70302,0.55536,0.24762,0.49101,1.40996,1.04264,0.75192,1.46266,1.365,0.36229,0.47221,0.75937,0.67756,0.95658,1.19266,0.97524,1.3763,1.59931,1.4897
0.01917,0.48804,0.50493,0.45985,0.73355,0.89099,0.78822,1.17539,1.19848,1.20429,0.34417,0.22844,0.8796,0.29461,0.54821,0.8925,1.44144,1.14205,1.31173,1.21791,0.20694,0.1922,0.16837,0.22784,0.09302,0.70787,0.1492,0.0025,0.10627,0.02718,0.0594,8.2e-4,0.20233,0.18676,0.42325,-0.18519,-0.11536,0.41643,0.17034,0.10643
0.0472,0.06164,-0.4145,0.19577,0.19668,-0.17808,0.0257,0.2406,0.09324,-0.11469,-0.02079,0.35199,0.24688,0.03053,0.36038,-0.0045,0.25417,0.41558,0.35842,0.27934,0.11631,0.09747,1.14276,0.33674,1.31735,0.9977,0.99863,1.45407,1.65891,1.64455,0.59883,0.77671,0.17837,0.69196,0.92562,0.82769,0.53184,1.11833,1.08309,0.97837
0.22273,-0.12305,-0.08188,0.29801,-0.15179,0.25721,0.15945,-0.26809,-0.22059,-3.9e-4,0.08927,-0.26456,0.01343,-0.2224,-0.13043,0.10766,-0.06478,0.22685,0.15775,0.05859,0.25007,0.5152,-0.1242,0.64794,0.69762,0.34109,0.4079,0.67284,0.47778,0.44603,0.28428,0.69961,0.94219,0.36639,1.21874,0.88619,1.21207,1.44027,1.26233,1.73311
0.384,0.27629,0.18257,0.32401,0.59372,0.65916,0.61402,0.61573,0.81173,1.03482,0.53422,0.31644,0.81144,0.53382,1.13408,1.19305,0.96982,1.17058,1.20006,1.51313,0.26582,0.28838,0.15418,0.29513,0.17971,0.31998,0.47945,0.35222,0.10248,0.36419,-0.12653,0.10461,0.26817,0.11435,0.1194,0.14557,0.25987,0.45403,0.11282,0.15508
0.07141,-0.02718,-0.13237,-0.22772,-0.00485,-0.19982,-0.39091,0.05201,0.16252,0.11887,0.22543,-0.00913,0.29839,0.41637,0.20057,0.09101,0.58854,0.4509,0.49994,1.11255,0.35302,-0.09109,0.80584,0.53797,0.77651,1.04532,1.1904,1.23069,1.18351,1.64142,0.242,0.15463,0.44914,0.43593,0.45025,0.74081,0.71342,1.05676,0.56155,1.04592
0.31124,0.69236,0.66729,0.17999,0.48087,0.88269,0.80015,0.70603,0.70876,0.95436,0.46862,0.69349,0.58751,0.43124,0.96893,0.96173,0.60317,0.90064,1.41989,1.52937,-0.05914,0.13067,0.03606,-0.27802,0.09829,0.25073,0.21706,0.14837,0.06433,0.19134,-0.13073,0.31115,0.281,0.01237,0.33166,-0.0794,0.37448,0.02762,0.46922,0.18817
0.19242,0.50203,0.73841,0.84752,0.62494,0.78193,1.30551,1.19385,1.03047,1.77271,0.2282,0.2895,0.45905,0.16059,0.64743,0.79038,0.65418,1.00051,0.8901,1.01801,0.02158,-0.12895,0.08013,0.35976,0.21516,0.2055,-0.2676,0.26613,-0.42556,0.12592,0.21104,0.08413,0.02723,0.17771,0.34774,0.25996,0.60199,0.36122,0.18867,0.08937
0.09267,-0.12576,0.35689,-0.06842,-0.2766,-0.19381,0.03039,0.29433,0.02087,0.07564,-0.15154,0.20188999999999999,0.3621,0.25339,0.22428,0.52575,0.41329,0.50823,0.59959,0.2585,0.55328,0.41153,0.84273,0.95775,0.96199,1.03614,1.10099,0.88773,1.34044,1.64162,0.31782,0.69807,0.32503,0.64599,0.65311,0.65132,0.92591,0.74482,0.68842,0.9801
0.39537,0.74959,0.84365,0.91654,0.89571,0.81784,1.2637,1.19533,1.6179,1.53401,0.30794,-0.02253,0.05139,0.19081,0.51827,0.31332,0.16799,0.38152,0.57576,0.37763,0.26532,-0.10946,-0.29081,-0.14787,-0.01242,0.13055,0.01579,-0.37767,0.27895,0.20035,-0.00179,0.06094,0.18716,-0.13708,0.2242,-0.07556,0.16418,0.14592,0.20027,0.38038
0.0223,-0.24287,0.04253,0.41902,-0.1206,-0.03608,0.15295,-0.18573,0.36777,-0.4051,0.19346,0.04712,0.42021,0.73453,0.01329,0.65519,0.16984,0.70581,0.98791,0.80998,0.33672,0.87584,0.89919,0.59267,0.90993,0.96141,1.0242,1.78258,1.49788,1.56071,0.19554,0.29741,0.41576,0.1831,0.77906,0.8939,0.70655,0.91546,0.84505,1.08516
0.25702,0.50417,0.36664,0.84368,0.63549,0.44188,0.68571,1.06332,1.31409,0.99966,0.03802,-0.10078,-0.07379,-0.06158,-0.06438,-0.16732,0.10329,-0.1062,0.14041,0.45397,-0.08936,-0.17982,-0.02483,-0.28822,-0.04703,-0.09896,0.19498,0.51573,-0.0896,0.03891,-0.01204,-0.28901,-0.06786,0.08682,-0.02046,-0.32688,-0.07507,-0.2083,-0.12066,-0.07837
0.16825,0.77931,0.70906,0.69139,0.83378,1.19531,1.39129,1.29641,1.69939,1.57752,-0.33322,0.25242,0.11233,0.27522,0.27171,0.44661,0.29004,0.44608,0.299,0.37015,0.05184,-0.088,-0.11127,0.09024,-0.30882,-0.04796,0.13461,-0.06908,0.28962,0.1256,-0.02794,0.21421,0.19125,0.04801,0.15867,0.2763,-0.21853,0.36288,0.16551,0.30494
0.20734,0.20138,0.59825,0.3324,1.17367,0.96679,0.77785,1.08552,1.32217,1.63969,-0.15778,-0.02961,-0.07661,0.3101,0.53371,-0.01387,0.004,0.13932,0.25192,0.20712,0.01693,0.26464,-0.12086,0.07951,0.22041,-0.15581,0.08886,-0.23405,-0.03319,-0.01831,-0.2178,0.13254,-0.33443,0.09099,-0.18211,0.14838,0.22465,-0.05548,-0.01229,0.20327
0.55244,0.59714,0.60575,1.15001,1.26336,0.85516,0.94714,1.56203,1.4633,1.46034,0.16805,0.26062,0.25986,0.04343,0.17598,0.39368,0.46766,-0.067,0.80566,0.62139,0.10016,0.27828,-0.69692,0.11642,-0.1541,0.0092,-0.03133,-0.12492,-0.21445,0.09635,0.14175,0.36303,0.39292,-0.08793,0.21642,0.19381,0.05061,0.08606,0.22636,0.49625
0.21512,0.46663,0.04649,0.75719,0.34415,0.80781,0.83248,0.71307,0.81533,0.60293,-0.20111,-0.44342,0.15936,-0.07508,-0.12406,-0.01678,0.22216,0.23156,0.0699,0.11828,-0.3985,0.03131,0.35057,-0.14409,0.25579,-0.30187,0.29519,0.07344,-0.06975,0.09948,-0.03248,-0.37007,-0.2063,0.22365,-0.13905,-0.16143,0.17113,0.26457,-0.04734,0.1982
0.02799,0.25691,0.1861,-0.09589,0.47659,0.09281,-0.00254,0.10184,-0.02049,0.13417,0.13409,0.5424,0.79548,0.6049,0.67196,0.83892,1.21864,0.89523,1.2789,0.83316,0.30253,0.38462,0.71197,0.89788,0.68936,0.76942,0.9509,1.02103,1.19552,1.3148,0.5258,0.40321,0.4211,0.31505,0.45292,0.62408,0.65236,0.48227,0.63057,0.71224
-0.03692,0.30525,-0.16489,0.29189,-0.20903,0.0451,0.07607,0.07955,0.00172,0.13675,-0.1135,-0.08517,-0.0663,0.12194,-0.03991,0.06545,0.47258,0.37982,-0.35415,0.14067,0.29418,0.52259,0.551,0.71434,0.63269,0.84119,0.89292,1.19303,0.86227,1.2261,0.36773,0.3009,0.38178,1.02094,1.0079,0.72639,1.18159,0.96769,1.26003,1.50677
0.28272,0.38708,-0.24953,0.2149,0.25409,0.12293,0.20412,-0.20058,0.23268,-0.21899,-0.19389,0.04818,0.02796,0.66494,0.03609,0.16706,0.36004,0.45081,-0.06964,0.38704,0.49001,0.88751,0.77976,0.7731,0.8238,1.10187,1.34554,1.31083,1.26059,1.64912,-0.01839,0.59775,0.45041,0.51313,0.61412,0.72391,1.07684,1.01928,1.14382,1.32454
0.00552,0.04246,0.00977,0.16354,0.06641,0.06803,0.01864,0.08407,-0.06063,-0.2885,0.15341,-0.11183,0.16397,0.09879,0.49739,-0.12004,0.49859,-0.12931,0.35565,0.09478,0.60856,0.3224,0.70775,0.50971,1.20933,0.88803,1.38446,1.40892,1.54523,1.4004,0.53018,0.17033,0.40287,0.37712,1.08234,1.05577,0.91206,1.50607,1.12838,0.84564
0.23719,0.08036,0.22866,0.26216,0.31069,0.55468,0.51533,0.70396,0.55252,0.5647,0.55348,0.60466,0.64541,1.10272,1.16915,0.92923,1.05999,1.35427,0.92438,1.56018,-0.05458,-0.29294,0.15927,-0.18529,0.27325,0.01501,0.45584,0.28971,0.51421,0.13811,0.32795,-0.22901,-0.35296,0.09446,0.32768,0.30018,-0.02387,0.09232,0.26901,0.5896
0.28203,0.18488,0.61013,0.52801,0.41551,0.6152,0.66122,1.00171,0.7401,0.8888,0.4573,0.61759,0.59303,0.44177,0.70573,1.04591,0.7938,1.50742,1.28946,1.23821,-0.04474,0.20253,0.08519,-0.07462,0.24152,0.08825,0.51084,-0.13335,0.22927,0.14617,-0.02763,-0.20304,0.1526,0.15469,0.08374,0.24799,0.33296,0.14967,0.35974,0.08497
-0.19126,0.14087,-0.08223,-0.0726,0.19509,0.04497,0.16908,-0.27421,0.18938,0.27792,0.05814,0.07714,0.17893,-0.16739,0.05198,0.30102,0.64933,0.15587,0.28436,0.09957,0.14027,1.01499,0.38609,0.85094,0.82848,0.90913,1.22114,1.28052,1.50524,1.70417,0.03485,0.13298,0.30044,0.60575,0.98386,0.79141,1.13551,1.11304,0.98704,1.50256
0.02813,-0.25935,0.2925,0.26645,0.28919,0.25038,0.25323,0.52578,0.25686,0.0758,0.11524,0.20882,0.56227,0.73808,0.96455,0.76639,0.69292,0.91146,1.29331,1.22391,0.29114,0.32512,0.86313,0.55149,0.41035,0.73422,0.90906,0.81729,1.38576,0.77616,0.58725,0.46695,0.32189,0.2695,0.39553,0.34104,0.36314,0.67881,0.84249,0.3269
0.27835,0.12801,0.09284,-9.2e-4,-0.14155,0.14938,0.00363,-0.27247,0.19021,0.12379,0.18143,0.41453,0.44995,0.51762,0.44685,0.61652,0.63952,0.52398,0.92691,1.44331,0.81141,0.22496,0.68563,1.08259,0.81125,1.1379,1.0889,1.36178,1.53931,1.69888,0.35184,0.4233,0.56116,0.10755,0.6783,0.42501,0.83893,0.80558,0.92954,0.68293
0.42185,0.20931,0.59047,0.88416,0.93062,0.70731,0.99032,1.07942,1.42315,1.67267,0.02404,0.21347,0.23598,0.58826,0.80484,0.96233,0.75744,1.06884,1.05206,1.12046,-0.07591,-0.02603,-0.1843,0.08945,0.19665,-0.2087,0.15281,-0.17467,-0.04359,-0.097,-0.12765,0.10608,-0.0622,0.07114,0.09151,0.1298,0.25863,0.40948,0.26563,0.11728
0.10665,0.34437,0.61651,0.79739,1.08705,1.23582,1.17937,1.16018,1.39836,1.01439,0.19379,-0.16851,-0.04387,0.44238,0.22927,0.65694,0.59292,0.45449,0.60285,0.69496,-0.55632,0.12892,-0.21966,0.0964,0.25534,-0.22629,0.04364,0.07437,0.08653,-0.28285,-0.17345,0.06291,0.35299,0.4897,-0.06185,0.32341,-0.10439,0.32832,0.11061,-0.08308
0.01549,0.06841,0.23867,-0.22861,-0.15417,-0.03111,0.18338,0.0641,0.04097,-0.14188,-0.01627,0.04028,0.03339,0.0778,-0.41681,-0.0497,-0.09468,-0.02119,-0.21349,-0.08369,0.33881,0.28663,0.11992,0.48281,0.5358,0.55444,0.37129,0.8129,0.27582,0.52682,1.0911,0.36287,0.80809,0.57304,1.11967,1.34783,1.41286,1.56007,1.55422,1.93071
0.14032,-0.08014,-0.04399,0.27072,-0.36571,-0.11357,0.06694,0.29661,0.05223,0.0808,0.36022,0.39596,0.68986,0.67417,0.61465,0.50643,0.6638,0.79647,0.77828,0.92136,0.28546,0.5041,0.74194,0.82781,1.05063,0.76845,1.00892,1.24777,1.32802,0.95669,0.02856,0.52869,0.27204,0.35412,0.21292,0.45531,0.77707,0.79009,0.64114,0.32647
0.37538,0.35481,0.5182,0.84564,0.88107,0.98829,1.19459,0.86862,1.74934,1.70409,0.06331,0.17082,0.19783,0.07588,0.2436,0.0905,0.22488,0.55267,0.61973,0.3086,0.12299,-0.22995,-0.03166,-0.13288,0.25933,-0.20971,0.13518,-0.09401,-0.10471,-0.028,0.04188,0.00824,0.48274,-0.05061,0.07782,0.10166,-0.11066,0.27409,-0.04152,0.1039
0.46437,0.27769,0.55495,0.4847,0.64106,0.45807,1.03548,0.89604,1.53359,1.21669,0.0638,0.0611,0.03693,0.08961,0.42935,-0.36952,0.09018,0.06378,0.44498,-0.04822,-0.08646,0.12805,0.02482,-0.34029,0.31651,-0.01603,0.36307,-0.01766,-0.04889,0.29778,0.08919,-0.04939,-0.10151,-0.28884,-0.13813,-0.02218,0.31856,0.39934,-0.20338,-0.14572
0.12224,0.49232,0.30154,0.15766,0.26044,0.50986,0.28917,0.095,0.87592,0.70192,0.27591,0.52556,0.76453,0.60676,0.80509,0.97225,0.91606,1.19042,1.20759,1.72611,-0.04159,0.02796,0.30048,0.19828,0.127,0.19205,0.11176,0.12653,-0.03986,0.72617,-0.10415,0.44158,-0.20267,0.26077,0.19163,0.42652,0.55989,0.18538,0.70014,0.89255
-0.21015,-0.27415,0.39995000000000003,-0.19055,0.29338,0.36647,-0.07541,0.08249,0.15047,-0.12186,-0.50695,-0.16546,0.01954,-0.08987,-0.10136,0.32325,0.09432,0.07046,0.05472,0.0534,-0.07089,0.23448,0.33082,0.16123,0.45779,0.52047,0.98301,0.98165,1.13684,0.99061,-0.01135,0.36870000000000003,0.65153,0.33177,0.83235,1.32294,1.189,1.19472,1.6493,1.61102
0.19068,0.0815,0.06324,0.08462,0.11164,0.15583,-0.08383,0.23348,0.44325,0.24988,0.28065,0.26742,0.5276,0.76085,0.69564,0.60153,1.21042,1.00055,1.31651,1.39325,0.42516,0.63776,0.30944,0.57125,0.58098,0.69113,0.9287,1.06984,0.78327,1.32628,0.56439,-0.12199,0.29893,0.23499,0.39308,0.54531,0.18953,0.69331,0.61835,0.75699
0.05256,-0.09332,0.16076,0.24029,0.09185,0.12174,-0.05017,0.18556,0.00672,0.17346,0.09742,0.23865,-0.09098,-0.12147,0.18384,0.11235,-0.23915,0.13096,-0.25724,0.37629,-0.00423,0.22011,0.19326,0.03126,0.19647,0.38675,-0.02832,0.33122,0.77845,0.90905,0.49705,0.63806,0.6102,0.51859,1.17033,1.14239,1.59086,1.3379,1.99094,2.34543
0.11486,0.60052,0.00139,0.15525,0.02431,-0.08212,-0.17693,-0.05942,-0.02316,0.0231,0.07895,0.37149,0.05542,0.39712,0.47067,0.49426,0.60775,0.50226,0.55081,0.62771,0.39331,0.47262,0.81317,1.04183,0.96559,1.05106,0.8352,1.12204,1.36619,1.67013,0.26782,0.39334,0.68845,0.54436,0.74571,0.88905,0.70281,0.77026,0.71554,0.80436
0.53406,0.4029,0.84999,0.56453,1.05608,0.67722,0.4094,1.45387,1.51791,1.3272,0.31581,0.37863,0.24491,0.35164,0.63018,0.61815,0.96056,0.57372,1.18929,1.08575,0.18871,-0.0287,0.14632,-0.14614,0.09422,0.26112,0.15509,-0.09658,0.43325,0.12264,0.30942,0.28391,-0.1722,-0.17293,-0.1286,0.24244,0.38427,0.25048,0.2394,0.23794
0.26061,0.6587,0.48188,0.59736,0.65113,0.4601,0.88853,0.98322,0.78454,1.08953,0.50454,0.98779,0.50496,0.57998,0.87787,0.62059,0.87745,1.33069,1.37997,1.11031,0.24552,0.06255,0.07116,-0.23708,0.25016,-0.04553,0.60701,0.04163,0.41297,0.39832,0.3069,-0.04975,-0.03789,0.31099,0.13268,0.14588,-0.02101,0.39869,0.02469,0.16858
0.00603,0.61534,0.68306,0.33557,0.89398,0.82271,1.23699,1.17841,1.24257,1.43137,0.20329,0.17427,0.20563,-0.03387,0.48536,0.16291,0.16872,0.48797,0.4388,0.34409,0.19993,0.12569,-0.20824,-0.0957,0.45948,0.20706,0.21381,0.16061,1.8e-4,-0.12846,-0.11746,-0.07704,-0.27492,-0.31748,0.39994,0.10865,0.23985,-0.00894,-0.06083,-0.17559
0.16984,-0.11911,0.29991,0.42609,0.0456,0.48417,0.35954,0.49819,0.86708,0.52523,-0.33215,0.07063,0.16968,0.09044,-0.01534,0.10978,0.0919,0.1396,-0.01155,0.45999,0.20969,0.35052,-0.18438,-0.20093,0.05496,0.02373,-0.14614,-0.02335,0.15352,-0.15906,-0.14703,0.24366,-0.04696,0.26525,0.11408,-0.21496,-0.32372,0.02475,-0.03168,0.1804
-0.3194,0.11387,-0.16945,0.29165,0.08956,0.15776,0.28668,-5.3e-4,0.28814,0.19995,0.26969,0.76619,0.56896,0.30118,0.39458,0.59989,0.78675,0.68249,0.56996,0.46454,0.33863,0.39442,0.57759,0.96569,0.83288,1.00075,0.93746,1.18843,1.49333,1.70515,0.22101,0.10816,0.37939,0.12653,0.54144,0.63504,0.74189,0.87308,0.76987,0.9122
0.16516,0.50107,0.33043,0.74841,0.79872,0.74079,0.72895,0.84737,0.91417,1.3292,0.09687,0.01501,-0.04799,-0.04354,0.25767,-0.14965,-0.10258,-0.30747,-0.12932,0.27838,0.18646,-0.32127,0.19037,-0.25707,0.17808,0.00816,-0.04849,-0.15925,0.12292,0.0825,-0.18979,-0.13283,0.32095,0.10167,0.1428,-0.09861,-0.20526,0.22705,0.1687,-0.35232
0.39067,0.27166,0.44475,0.27869,0.45318,0.52714,0.95087,0.91698,0.95047,0.7181,0.22699,0.47925,0.56331,0.95276,0.85845,0.90556,1.04981,1.2506,1.44629,1.63357,0.38609,0.15289,-0.05,0.16768,0.0327,0.23233,0.13931,0.32732,0.18583,0.32735,0.17972,0.1423,-0.11506,-0.07311,-0.23641,0.2685,0.22399,0.41407,0.64396,0.31937
-0.31828,-0.35589,-0.1638,-0.05912,0.51042,0.17243,-0.03264,0.2202,-0.00938,-0.08467,0.13473,0.18357,0.53988,0.37367,0.91326,0.48992,0.76646,0.84808,1.21969,1.29847,0.41395,0.27918,0.44214,0.65623,0.60054,0.9928,0.98374,0.80482,1.30945,1.337,0.33537,0.42318,0.5618,0.21822,0.62641,0.07812,0.59591,0.48261,0.62336,0.70558
0.02128,0.4491,0.246,-0.05622,0.11186,-0.0593,0.1971,-0.15478,-0.13302,-0.07896,-0.07601,-0.10009,-0.11923,0.13262,-0.02021,-0.29407,0.2117,0.145,-0.03935,0.0018600000000000001,0.2817,0.09798,-0.19663,0.71113,0.16537,0.57118,0.25844,0.41162,0.4251,0.95963,0.35064,0.70543,0.37409,1.18461,1.20368,1.27605,1.37968,1.6347,1.7518,1.86462
0.01333,0.14254,-0.03334,0.02379,0.11432,0.38694,0.38309,0.2216,0.32679,0.37432,0.56973,0.7733,0.78451,0.79487,1.05294,0.93814,1.06391,1.50981,1.24163,1.75646,0.3584,-0.09957,0.21845,0.47823,0.3785,0.15562,0.39623,0.43619,0.45662,0.71466,-0.13424,0.04089,-0.19906,0.10308,0.14178,0.49115,0.26131,0.08351,0.69817,0.98273
0.08861,-0.08179,0.01115,0.5592,0.52729,0.5704,0.47137,0.2679,0.51911,0.6413,0.1149,0.28901,0.58265,0.68458,0.64291,1.19345,0.90121,1.21015,1.22201,1.57295,0.45645,0.0656,0.24117,0.23241,0.4438,0.12185,0.3235,0.50328,0.52169,0.21587,0.1437,0.02184,0.07863,0.18525,0.38663,0.51867,0.28425,0.44824,-0.08134,0.42844
0.55519,0.72961,0.37106,0.34635,0.87024,0.91414,0.58644,0.94249,1.19879,1.35708,-0.01256,-0.13894,0.07801,-0.07261,0.27619,0.34164,0.29278,0.483,0.2098,0.68797,-0.24545,-0.19718,0.08715,-0.00659,0.09724,0.12934,0.07464,-0.2832,0.26514,-0.18924,0.08175,0.18178,0.037,0.12603,0.07624,0.15672,0.27704,-0.01968,0.19425,0.28999
0.09527,-0.04399,0.02525,-0.02186,-0.05076,-0.04586,-0.24653,-0.72707,0.4314,-0.12293,0.26291,0.30187,0.48586,0.35455,0.3865,0.49736,0.17364,0.38598,0.38037,0.43365,0.6906,0.54868,0.64085,0.56908,0.91249,1.0667,1.10616,1.23519,1.47387,1.72972,0.53968,0.55107,0.61247,0.64866,0.28475,0.85325,0.68175,0.91485,0.84156,1.09489
0.44815,0.30146,0.53427,0.34184,0.45185,0.50111000000000006,0.55738,0.58408,0.27548,0.8656,0.49516,0.72615,0.87603,0.61133,1.02305,1.54304,1.04359,1.36218,1.94847,1.83069,0.02158,0.10809,-0.00547,0.14242,0.24708,0.21173,0.28993,0.65505,0.15073,0.23883,0.01181,-0.04277,0.44346,0.36469,0.12006,0.28222,0.02696,0.26042,0.17579,0.50355
-0.10946,4.9e-4,-0.11719,0.21874,0.33173,0.30233,-0.02444,0.25509,0.33064,0.12811,0.33194,0.47151,0.32417,0.93651,0.90652,1.14632,1.16921,0.98414,1.33416,1.58388,0.27694,-0.16183,-0.05558,0.69676,0.4089,0.27271,0.67943,0.52123,0.9334,0.52745,0.19766,0.25352,0.35775,0.01798,0.18342,0.24051,-0.26058,0.03837,0.34752,0.74625
0.21334,0.15813,0.56424,0.7662,0.9525,1.00243,1.17224,1.18832,1.20436,1.74728,0.15871,0.35432,0.23196,0.46741,0.31678,0.38555,0.1867,0.02458,0.36294,0.41383,0.06017,0.07338,0.2626,0.07792,-0.39124,0.15109,0.02531,-0.10686,-0.39922,0.14577,0.15926,-0.00337,-0.05192,0.37108,0.1893,-0.14697,0.18835,0.24155,0.73248,0.11919
0.24574,0.49547,0.67592,1.02642,0.94226,1.10395,1.27189,1.6174,1.46888,1.70418,0.16632,0.34182,0.09222,-0.15505,0.40284,-0.09279,0.13126,0.30036,0.24511,0.31849,-0.11021,-0.19385,0.15463,-0.31252,0.13958,0.28311,0.04955,0.0181,0.10262,-0.03085,0.17101,0.20002,0.18319,0.23381,0.1621,0.12002,0.28399,-0.27397,0.40905,-0.17382
0.02061,0.21224,-0.23955,0.00362,0.1005,0.38763,-0.16784,0.40797,-0.06428,0.30655,0.79132,0.57825,0.30679,0.88167,0.7167,1.05992,1.13443,0.92799,1.29392,1.34066,-0.04644,0.65344,0.6003,0.41751,0.80253,0.75095,0.75339,0.74822,1.08523,0.94012,0.11421,0.52626,0.10153,0.14769,0.30741,0.2232,0.26692,0.58652,0.56705,0.83142
